0,1,2,3,4,5,6,7,8,9
110上,AES 611100,"專題書報討論
Seminar","周子勤CHOU, TSU-CHIN",AES6111,21,3.91,0.3,AES6111,2160823376212206772798584838567727378
110上,ANTH 651000,"文化人類學專題
Special Topics in Cultural Anthropology",許瀞文CHING-WEN HSU,ANTH6510,14,3.78,0.19,ANTH6510,3537728702259916772737871876978728385
110上,ANTH 653000,"漢人社會與文化
Society and Culture of Han Chinese","方怡潔FANG, I-CHIEH",ANTH6530,13,3.88,0.24,ANTH6530,26041246092850070657871736772736972
110上,ANTH 653500,"中國少數民族
Ethnic Minorities in China","黃樹民HUANG, SHU-MIN
劉紹華LIU, SHAO-HUA",ANTH6535,4,3.58,0.29,ANTH6535,406432719327665728565787183728577737821129320573377576738583726579728565
110上,ANTH 666800,"東南亞社會與文化
Cultures and Societies of Southeast Asia","高進榮GALIPEAU, BRENDAN ARTHUR",ANTH6668,3,4.3,0.0,ANTH6668,396403691427054716576738069658566826978686578658284728582
110上,ANTH 670800,"文化資產管理
Management in Cultural Property","臧振華TSANG, CHENG-HWA",ANTH6708,14,3.79,0.24,ANTH6708,33255253913377584836578716772697871728765
110上,ANTH 676000,"身體與文化
Body and Culture","呂玫鍰LU, MEI-HUAN",ANTH6760,2,4.0,0.0,ANTH6760,215702961137744768577697372856578
110上,ANTH 677100,"陶瓷與世界史研究專題
Ceramics and World History",謝艾倫ELLEN HSIEH,ANTH6771,9,3.91,0.35,ANTH6771,35613334062052369767669787283736972
110上,ANTH 678800,"文化人類學田野實習
Fieldwork Training","李威宜LEE, WEI-I",ANTH6788,7,3.97,0.53,ANTH6788,26446230412345276696987697373
110上,ANTH 678900,"考古學田野實習
Archaeological Field Practicum","邱鴻霖CHIU, HUNG-LIN",ANTH6789,3,4.1,0.28,ANTH6789,3704140251386786772738572857871767378
110上,ANTH 679000,"台灣南島研究
Austronesian Taiwan","顧坤惠KU, KUN-HUI",ANTH6790,4,3.78,0.13,ANTH6790,3901522372248007585758578728573
110上,ANTH 679100,"主權：許諾、限制與可能性
Sovereignties:Promises, Limits,and Possibilities","林浩立LIN, HAO-LI",ANTH6791,9,4.13,0.25,ANTH6791,2651928009314357673787265797673
110上,ANTH 679200,"民族誌寫作
Writing Ethnography","李威宜LEE, WEI-I",ANTH6792,8,3.88,0.32,ANTH6792,26446230412345276696987697373
110上,ASTR 500100,"專題研究
--天文教學二Special Topic on Teaching Astronomy (II)",指導教授,ASTR5001,2,0.0,0.0,ASTR5001,25351235662594525480
110上,ASTR 510000,"恒星天文物理學
Stellar Astrophysics","潘國全PAN, KUO-CHUAN",ASTR5100,5,3.84,0.45,ASTR5100,2850422283208408065787585796772856578
110上,ASTR 591000,"專題演講一
Colloquium (I)",何英宏Daniel Harsono,ASTR5910,12,4.1,0.25,ASTR5910,20309335212343968971101051011087297114115111110111
110上,ASTR 600700,"天文物理的前沿一
Frontier of Astrophysics Seminars I","後藤友嗣GOTO, TOMOTSUGU",ASTR6007,10,4.09,0.19,ASTR6007,2446034276214512198771798479847977798483857185
110上,ASTR 610000,"天文觀測
Observational Astronomy",江國興ALBERT KONG,ASTR6100,10,3.64,0.53,ASTR6100,27743222833328865766669828475797871
110上,ASTR 635000,"高能天文物理
High Energy Astrophysics","楊湘怡YANG, HSIANG-YI",ASTR6350,9,3.78,0.53,ASTR6350,269542824824609896578717283736578718973
110上,ASTR 640000,"宇宙論
Cosmology","安德魯˙古柏COOPER, ANDREW PAUL",ASTR6400,5,3.78,0.64,ASTR6400,234332450339791214762657567797980698265786882698780658576
110上,BAI 700100,"統計與機器學習概論一
Introduction of Statistics and Machine Learning (I)","張筱涵CHANG, HSIAO-HAN
楊立威YANG, LEE-WEI
洪樂文YAO-WIN HONG
李祈均LEE, CHI-CHUN",BAI7001,15,3.27,0.66,BAI7001,24373316012808567726578717283736579726578269543143523041896578717669698769732794627138259918965798773787279787126446310482234376696967727367728578
110上,BAI 700300,"專題演講
Colloquium","楊立威YANG, LEE-WEI
李祈均LEE, CHI-CHUN",BAI7003,3,4.1,0.14,BAI7003,2695431435230418965787176696987697326446310482234376696967727367728578
110上,BAI 700600,"實驗輪轉一
Lab Rotation (I)","楊立威YANG, LEE-WEI",BAI7006,1,4.0,0.0,BAI7006,26954314352304189657871766969876973
110上,BME 400100,"專題研究
Undergraduate Research",指導教授,BME4001,7,4.26,0.11,BME4001,25351235662594525480
110上,BME 500400,"書報討論
Seminar","陳韻晶CHEN, YUN-CHING",BME5004,46,3.85,0.29,BME5004,385153890726230677269788985786772737871
110上,BME 500700,"生醫材料特性分析
Analytical and Sensing Technologies in Biomedical Sciences","萬德輝WAN, DE-HUI",BME5007,10,3.96,0.46,BME5007,3383624503366378765786869728573
110上,BME 500800,"癌症生物學與治療
Cancer Biology and Therapy","陳韻晶CHEN, YUN-CHING",BME5008,24,4.08,0.34,BME5008,385153890726230677269788985786772737871
110上,BME 502200,"電化學感測器
Electrochemical Sensor","林宗宏LIN, ZONG-HONG",BME5022,18,4.02,0.21,BME5022,2651923447234397673789079787172797871
110上,BME 502400,"奈米生醫材料
Nano-/Bio-materials","鄭兆珉CHENG, CHAO-MIN",BME5024,4,4.3,0.0,BME5024,371652080629641677269787167726579777378
110上,BME 502600,"醫療器材設計與開發實務
Practical Skills of the Design and Development of Medical Devices","王明哲WANG, MING-CHE",BME5026,30,4.1,0.22,BME5026,2957926126217468765787177737871677269
110上,BME 503300,"高等生物電子材料
Advanced Bioelectronics Materials","林宗宏LIN, ZONG-HONG",BME5033,15,4.06,0.22,BME5033,2651923447234397673789079787172797871
110上,BME 503900,"應用細胞生物工程學
Applied Cellular Bioengineering","黃玠誠HUANG, CHIEH-CHENG",BME5039,31,4.15,0.15,BME5039,406432960035488728565787167727369726772697871
110上,BME 504000,"金屬生物醫藥與生醫材料
Metal-based biomedicine and biomaterials","魯才德LU, TSAI-TE",BME5040,18,3.68,0.48,BME5040,3979125165245037685848365738469
110上,BME 504200,"合成生物學於再生醫學之應用
Synthetic Biology for Regenerative Medicine","黃玠誠HUANG, CHIEH-CHENG",BME5042,4,4.3,0.0,BME5042,406432960035488728565787167727369726772697871
110上,BME 504400,"前瞻生物醫學技術概論
Introduction of Frontier Biomedical Technology","裘正健CHIU, JENG-JIANN",BME5044,15,4.24,0.16,BME5044,35032274912058167727385746978717473657878
110上,BME 504600,"液態生物檢體與轉譯醫學應用
Liquid biopsy and its applications in translational medicine","林幸瑩LIN, HSING-YING",BME5046,4,4.3,0.0,BME5046,265192418429801767378728373787189737871
110上,BME 504800,"生醫感測器於轉譯醫學之分析
Biomedical sensors in translational medicine analysis","林幸瑩LIN, HSING-YING",BME5048,5,4.3,0.0,BME5048,265192418429801767378728373787189737871
110上,BMES 111100,"生醫工程與環境科學導論
Introduction to Biomedical Engineering and Environmental Sciences","許志楧HSU, CHIH-YING
黃郁棻HUANG, YU-FEN",BMES1111,59,3.83,0.48,BMES1111,353772453526983728385677273728973787140643370572687572856578718985706978
110上,BMES 211100,"工程數學一
Engineering Mathematics I","朱麗安CHU, LI-AN",BMES2111,54,2.39,1.26,BMES2111,26417405992343367728576736578
110上,BMES 212100,"機率與統計
Probability and Statistics","陳之碩CHEN, CHI-SHUO",BMES2121,43,3.46,1.14,BMES2121,3851520043308896772697867727383728579
110上,BMES 213300,"電子學一
Electronics I","葉秩光YEH, CHIH-KUANG",BMES2133,51,2.81,1.27,BMES2133,338653120920809896972677273727585657871
110上,BMES 215100,"有機化學一
Organic Chemistry (I)","俞鐘山YU, CHUNG-SHAN",BMES2151,41,2.63,1.41,BMES2151,2044637912236658985677285787183726578
110上,BMES 312101,"生醫電子與儀器實驗
Biomedical Electronics and Instrumentation Laboratory","許志楧HSU, CHIH-YING
陳之碩CHEN, CHI-SHUO",BMES3121,11,4.22,0.13,BMES3121,35377245352698372838567727372897378713851520043308896772697867727383728579
110上,BMES 312102,"生醫電子與儀器實驗
Biomedical Electronics and Instrumentation Laboratory","葉秩光YEH, CHIH-KUANG",BMES3121,25,4.14,0.15,BMES3121,338653120920809896972677273727585657871
110上,BMES 316100,"生物化學一
Biochemistry I","邱信程CHIU, HSIN-CHENG",BMES3161,41,3.5,1.21,BMES3161,37041204493124367727385728373786772697871
110上,BMES 318100,"專題研究一
Undergraduate Research (I)",指導教授,BMES3181,25,4.12,0.32,BMES3181,25351235662594525480
110上,BMES 323100,"數值方法
Numerical Methods","劉耕谷LIU, KENG-KU",BMES3231,23,3.19,0.92,BMES3231,211293278935895767385756978717585
110上,BMES 327200,"生醫材料
Biomedical Materials","胡尚秀HU, SHANG-HSIU",BMES3272,24,3.58,0.89,BMES3272,3299323578311687285837265787172837385
110上,BMES 337100,"物理化學一
Physical Chemistry (I)","吳劍侯WU, CHIEN-HOU",BMES3371,11,3.6,1.17,BMES3371,21555211332039987856772736978727985
110上,BMES 343100,"醫學儀器
Medical Instrumentation","彭旭霞PENG, HSU-HSIA",BMES3431,12,3.72,0.64,BMES3431,2442926093386868069787172838572837365
110上,BMES 411100,"書報討論
Seminar","李亦淇LEE, I-CHI",BMES4111,26,4.05,0.42,BMES4111,26446201342810376696973677273
110上,BMES 418100,"專題研究三
Undergraduate Research (III)",指導教授,BMES4181,15,4.22,0.13,BMES4181,25351235662594525480
110上,BMES 420200,"放射化學
Radiochemistry","張智偉CHANG, CHIH-WEI",BMES4202,16,2.82,1.18,BMES4202,243732623420553677265787167727372876973
110上,BMES 423100,"分子細胞生物學
Molecular and Cellular Biology","張建文CHANG, CHIEN-WEN",BMES4231,23,2.78,1.47,BMES4231,24373243142599167726578716772736978876978
110上,BMES 433100,"全球能源短缺衝擊
Impact of Global Energy Shortage","鍾堅CHUNG, CHIEN",BMES4331,170,3.62,0.81,BMES4331,377582253367728578716772736978
110上,BMES 441100,"臨床醫學影像概論
Introduction of medical imaging","楊菁華YANG, CHIN-HUA",BMES4411,31,3.85,0.4,BMES4411,2695433729337758965787167727378728565
110上,BMES 441200,"放射物理
Radiation Physics","許芳裕HSU, FANG-YUH",BMES4412,29,3.69,0.67,BMES4412,35377334593502972838570657871898572
110上,BMES 441300,"臨床醫學總論
Clinical Medicine","沈名吟SHEN, MING-YIN",BMES4413,29,4.29,0.05,BMES4413,2778421517215358372697877737871897378
110上,BMES 442100,"生醫訊號與系統
Biomedical Signals and Systems","許靖涵HSU, CHING-HAN",BMES4421,28,3.75,0.61,BMES4421,3537738742280857283856772737871726578
110上,BMES 500000,"專題演講
Colloquium","邱信程CHIU, HSIN-CHENG
林曉均Lin, Hsiao Chun",BMES5000,106,4.01,0.13,BMES5000,3704120449312436772738572837378677269787126519263132234376105110721151059711167104117110
110上,BMES 511101,"書報討論-分子生醫工程與材料
Seminar：Molecular Biomedical Engineering and Materials","邱信程CHIU, HSIN-CHENG",BMES5111,20,4.24,0.12,BMES5111,37041204493124367727385728373786772697871
110上,BMES 511103,"書報討論-生醫影像工程
Seminar：Biomedical Imaging Engineering","林曉均Lin, Hsiao Chun",BMES5111,16,4.23,0.13,BMES5111,26519263132234376105110721151059711167104117110
110上,BMES 512100,"碩士班專題研究一
MS Graduate Research (I)",指導教授,BMES5121,39,4.21,0.15,BMES5121,25351235662594525480
110上,BMES 520200,"生醫感測器
Biomedical Sensors","劉耕谷LIU, KENG-KU",BMES5202,21,3.66,0.5,BMES5202,211293278935895767385756978717585
110上,BMES 523100,"基因晶片及其生醫應用
Gene Chips and Its Biomedical Applications","許志楧HSU, CHIH-YING",BMES5231,19,3.83,0.3,BMES5231,3537724535269837283856772737289737871
110上,BMES 523500,"器官晶片與人工器官設計與應用
Design and Application of Organ on a Chip and Bioartificial Organ","李亦淇LEE, I-CHI",BMES5235,44,3.67,0.43,BMES5235,26446201342810376696973677273
110上,BMES 529100,"生醫耦合化學
Bioconjugated Chemistry","俞鐘山YU, CHUNG-SHAN",BMES5291,10,3.95,0.57,BMES5291,2044637912236658985677285787183726578
110上,BMES 545300,"神經科學研究方法
Neuroscience research methods","朱麗安CHU, LI-AN",BMES5453,14,4.21,0.14,BMES5453,26417405992343367728576736578
110上,BMES 546300,"生醫影像處理
Biomedical Image Processing","許靖涵HSU, CHING-HAN",BMES5463,31,4.17,0.31,BMES5463,3537738742280857283856772737871726578
110上,BMES 546700,"核磁共振影像原理及應用
Magnetic Resonance Imaging Principles and Applications","彭旭霞PENG, HSU-HSIA",BMES5467,7,3.59,0.51,BMES5467,2442926093386868069787172838572837365
110上,BMES 548500,"超音波與光學：生醫技術與應用
Ultrasound and Optics : Biomedical Imaging Techniques and applications","林曉均Lin, Hsiao Chun",BMES5485,6,3.88,0.45,BMES5485,26519263132234376105110721151059711167104117110
110上,BMES 611101,"專題書報討論-分子生醫工程與材料
Seminar：Molecular Biomedical Engineering and Materials","邱信程CHIU, HSIN-CHENG",BMES6111,30,4.18,0.59,BMES6111,37041204493124367727385728373786772697871
110上,BMES 611103,"專題書報討論-生醫影像工程
Seminar：Biomedical Imaging Engineering","林曉均Lin, Hsiao Chun",BMES6111,20,4.24,0.12,BMES6111,26519263132234376105110721151059711167104117110
110上,BMES 711100,"專題書報討論
Seminar","周秀專CHOU, HSIU-CHUAN",BMES7111,18,3.83,0.33,BMES7111,21608311682356067727985728373856772856578
110上,BMES 712100,"博士班專題研究一
PhD Graduate Research (I)",指導教授,BMES7121,9,4.2,0.14,BMES7121,25351235662594525480
110上,CHE 116000,"化學工程導論
Introduction to Chemical Engineering","劉英麟LIU, YING-LING",CHE1160,71,4.03,0.13,CHE1160,2112933521406077673858973787176737871
110上,CHE 211001,"工程數學一
Engineering Mathematics I","呂世源LU, SHIH-YUAN",CHE2110,41,2.82,1.2,CHE2110,21570199902830476858372737289856578
110上,CHE 211002,"工程數學一
Engineering Mathematics I","潘詠庭PAN, YUNG-TIN",CHE2110,42,3.2,1.06,CHE2110,28504354242423780657889857871847378
110上,CHE 241000,"物理化學一
Physical Chemistry (I)","王潔WANG, JANE",CHE2410,65,3.9,0.78,CHE2410,29579285008765787174657869
110上,CHE 301000,"能源科技與環境概論
Introduction to Energy Technology and Environment",林育正YU-JENG LIN,CHE3010,61,4.14,0.48,CHE3010,265193294627491898574697871767378
110上,CHE 303001,"化工熱力學
Chemical Engineering Thermodynamics","陳信文CHEN, SINN-WEN",CHE3030,33,3.37,1.1,CHE3030,3851520449259916772697883737878876978
110上,CHE 303002,"化工熱力學
Chemical Engineering Thermodynamics","何榮銘HO, RONG-MING",CHE3030,33,3.42,0.84,CHE3030,20309270543752872798279787177737871
110上,CHE 307001,"化學反應工程
Chemical Reaction Engineering","衛子健WEI, TZU-CHIEN",CHE3070,35,3.83,0.91,CHE3070,3490723376205818769738490856772736978
110上,CHE 307002,"化學反應工程
Chemical Reaction Engineering","楊東翰YANG, TUNG-HAN",CHE3070,32,3.63,0.76,CHE3070,2695426481327528965787184857871726578
110上,CHE 309001,"儀器分析及實驗一
Instrumental Analysis and Lab.(I)",堀江正樹MASAKI HORIE,CHE3090,32,3.44,0.92,CHE3090,225282774327491271937765836575737279827369
110上,CHE 309002,"儀器分析及實驗一
Instrumental Analysis and Lab.(I)","劉英麟LIU, YING-LING",CHE3090,31,3.49,0.85,CHE3090,2112933521406077673858973787176737871
110上,CHE 352001,"輸送現象及單元操作一
Transport Phenomena and Unit Operations(I)","黃振煌HUANG, JEN-HUANG",CHE3520,37,3.43,0.67,CHE3520,40643253912900472856578717469787285657871
110上,CHE 352002,"輸送現象及單元操作一
Transport Phenomena and Unit Operations(I)","陳信龍CHEN, HSIN-LUNG",CHE3520,31,3.34,1.01,CHE3520,385152044940845677269787283737876857871
110上,CHE 412000,"材料科學
Materials Science","陳信文CHEN, SINN-WEN",CHE4120,18,3.57,1.09,CHE4120,3851520449259916772697883737878876978
110上,CHE 415001,"程序設計
Process Design","汪上曉WONG, SHANG-HSIAO",CHE4150,21,3.5,0.66,CHE4150,2775419978263138779787183726578717283736579
110上,CHE 415002,"程序設計
Process Design","朱一民CHU, I-MIN",CHE4150,18,3.88,0.41,CHE4150,26417199682766567728573777378
110上,CHE 415003,"程序設計
Process Design",林育正YU-JENG LIN,CHE4150,21,4.09,0.19,CHE4150,265193294627491898574697871767378
110上,CHE 421001,"單元操作實驗
Unit Operation Laboratory","蔡德豪TSAI, DE-HAO",CHE4210,31,3.92,0.29,CHE4210,340812450335946848365736869726579
110上,CHE 421002,"單元操作實驗
Unit Operation Laboratory","潘詠庭PAN, YUNG-TIN",CHE4210,27,3.86,0.26,CHE4210,28504354242423780657889857871847378
110上,CHE 455200,"生物技術概論
Introduction to Biotechnology","胡育誠HU, YU-CHEN",CHE4552,15,4.01,0.44,CHE4552,3299332946354887285898567726978
110上,CHE 485000,"半導體材料與製造技術
Semiconductor Materials and Manufacturing Technology","謝昌志HSIEH,CHANG-JYH",CHE4850,19,3.52,1.04,CHE4850,35613261242453572837369726772657871748972
110上,CHE 495000,"專題研究一
Undergraduate Research (I)",指導教授,CHE4950,9,3.82,1.35,CHE4950,25351235662594525480
110上,CHE 496000,"專題研究二
Undergraduate Research (II)",指導教授,CHE4960,23,4.29,0.06,CHE4960,25351235662594525480
110上,CHE 500100,"分子工程一
Molecular Engineering (I)","周鶴修CHOU, HO-HSIU",CHE5001,16,4.14,0.26,CHE5001,21608403722046267727985727972837385
110上,CHE 501000,"高等化工熱力學
Advanced Chem. Engineering Thermodynamics","汪上曉WONG, SHANG-HSIAO",CHE5010,19,3.94,0.41,CHE5010,2775419978263138779787183726578717283736579
110上,CHE 503000,"高等化學反應工程
Advanced Chemical Reaction Engineering","衛子健WEI, TZU-CHIEN",CHE5030,42,4.0,0.24,CHE5030,3490723376205818769738490856772736978
110上,CHE 507000,"化工原理一
Chemical Engineering Principles (I)","蔡德豪TSAI, DE-HAO",CHE5070,18,4.03,0.22,CHE5070,340812450335946848365736869726579
110上,CHE 509000,"書報討論
Seminar","楊東翰YANG, TUNG-HAN",CHE5090,195,3.9,0.35,CHE5090,2695426481327528965787184857871726578
110上,CHE 512100,"石油化學工業
Petroleum Chemistry",谷家嵩 ,CHE5121,40,3.84,0.43,CHE5121,358952347823913
110上,CHE 512600,"代謝工程與生質化學品概論
Metabolic Engineering and Renewable Chemical Production","沈若樸SHEN, CLAIRE-ROAPU",CHE5126,12,3.83,0.48,CHE5126,277843350927192837269786776657382698279658085
110上,CHE 517000,"高等程序控制
Advanced Process Control","鄭西顯JANG, SHI-SHANG",CHE5170,11,3.99,0.31,CHE5170,371653519939023746578718372738372657871
110上,CHE 522500,"小角度散射原理與應用
Principles and Applications of Small Angle Scattering","陳信龍CHEN, HSIN-LUNG",CHE5225,14,3.65,0.57,CHE5225,385152044940845677269787283737876857871
110上,CHE 525000,"化工中的數據科學與人工智慧
Data science and artificial intelligence in chemical engineering","鄭西顯JANG, SHI-SHANG
姚遠YAO, YUAN",CHE5250,26,4.01,0.55,CHE5250,371653519939023746578718372738372657871230023696089657989856578
110上,CHE 533000,"同步輻射在物質結構上的應用
Synchrotron applications in structural analysis","鄭有舜JENG, U-SER",CHE5330,24,4.01,0.48,CHE5330,3716526377333087469787185836982
110上,CHE 541200,"人工器官與組織工程
Artificial Organs and Tissue Engineering","宋信文SUNG, HSING-WEN",CHE5412,27,3.84,0.85,CHE5412,234352044925991838578717283737871876978
110上,CHE 545400,"高等高分子化學
Advanced Polymer Chemistry","劉英麟LIU, YING-LING
堀江正樹MASAKI HORIE",CHE5454,30,3.57,0.68,CHE5454,2112933521406077673858973787176737871225282774327491271937765836575737279827369
110上,CHE 554000,"微流體系統於化工之應用與實作
Microfluidic System: Application and Implementation in Chemical Engineering","黃振煌HUANG, JEN-HUANG",CHE5540,24,4.15,0.15,CHE5540,40643253912900472856578717469787285657871
110上,CHE 579500,"有機光電
Organic Electronics","陳壽安CHEN, SHOW-AN",CHE5795,4,4.23,0.13,CHE5795,38515227812343367726978837279876578
110上,CHEM 100001,"普通化學乙
General Chemistry (B)",黃暄益HUANG MICHAEL HSUAN-YI,CHEM1000,125,3.35,0.84,CHEM1000,40643262443041072856578717773677265697672838565788973
110上,CHEM 100002,"普通化學乙
General Chemistry (B)","王育恒WANG, YU-HENG",CHEM1000,148,3.53,0.94,CHEM1000,29579329462465887657871898572697871
110上,CHEM 101001,"普通化學一
General Chemistry (I)","廖文峯LIAW, WEN-FENG",CHEM1010,159,3.0,1.1,CHEM1010,2427825991237917673658787697870697871
110上,CHEM 101002,"普通化學一
General Chemistry (I)","洪嘉呈HORNG, JIA-CHERNG",CHEM1010,181,2.35,1.43,CHEM1010,2794622025215767279827871747365677269827871
110上,CHEM 101003,"普通化學一
General Chemistry (I)","黃國柱HWANG, KUO-CHU",CHEM1010,164,2.69,1.2,CHEM1010,4064322283266097287657871758579677285
110上,CHEM 101004,"普通化學一
General Chemistry (I)","游靜惠YU, CHIN-HUI",CHEM1010,31,2.12,1.28,CHEM1010,282163874824800898567727378728573
110上,CHEM 103001,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,56,3.88,0.33,CHEM1030,2427832714385977673657989738965
110上,CHEM 103002,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,59,3.74,0.42,CHEM1030,2427832714385977673657989738965
110上,CHEM 103003,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,58,3.82,0.39,CHEM1030,2427832714385977673657989738965
110上,CHEM 103004,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,58,3.82,0.25,CHEM1030,2427832714385977673657989738965
110上,CHEM 103005,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,66,3.96,0.31,CHEM1030,2427832714385977673657989738965
110上,CHEM 103006,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,60,3.89,0.27,CHEM1030,2427832714385977673657989738965
110上,CHEM 103007,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,60,3.91,0.26,CHEM1030,2427832714385977673657989738965
110上,CHEM 103008,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,52,3.64,0.54,CHEM1030,2427832714385977673657989738965
110上,CHEM 103009,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,52,3.47,0.65,CHEM1030,2427832714385977673657989738965
110上,CHEM 103010,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,57,3.73,0.38,CHEM1030,2427832714385977673657989738965
110上,CHEM 103011,"普通化學實驗一
General Chemistry Laboratory (I)","廖翊雅LIAO, YI-YA",CHEM1030,50,3.81,0.29,CHEM1030,2427832714385977673657989738965
110上,CHEM 221001,"有機化學一
Organic Chemistry (I)","陳建添CHEN, CHIEN-TIEN",CHEM2210,88,3.09,1.36,CHEM2210,38515243142815567726978677273697884736978
110上,CHEM 221002,"有機化學一
Organic Chemistry (I)","汪炳鈞UANG, BIING-JIUN",CHEM2210,166,2.71,1.25,CHEM2210,27754288513740685657871667373787174738578
110上,CHEM 223001,"有機化學實驗一
Organic Chemistry Laboratory(I)","張書硏CHANG, SHU-YEN
林芳齡LIN,FANG-LING",CHEM2230,36,3.98,0.11,CHEM2230,24373263603079967726578718372858969782651933459408017673787065787176737871
110上,CHEM 223002,"有機化學實驗一
Organic Chemistry Laboratory(I)","張書硏CHANG, SHU-YEN
林芳齡LIN,FANG-LING",CHEM2230,37,3.9,0.24,CHEM2230,24373263603079967726578718372858969782651933459408017673787065787176737871
110上,CHEM 223003,"有機化學實驗一
Organic Chemistry Laboratory(I)","張書硏CHANG, SHU-YEN
林芳齡LIN,FANG-LING",CHEM2230,36,3.93,0.16,CHEM2230,24373263603079967726578718372858969782651933459408017673787065787176737871
110上,CHEM 223004,"有機化學實驗一
Organic Chemistry Laboratory(I)","張書硏CHANG, SHU-YEN
林芳齡LIN,FANG-LING",CHEM2230,26,3.83,0.4,CHEM2230,24373263603079967726578718372858969782651933459408017673787065787176737871
110上,CHEM 241001,"物理化學一
Physical Chemistry (I)","鄭博元CHENG, PO-YUAN",CHEM2410,93,2.3,1.55,CHEM2410,3716521338208036772697871807989856578
110上,CHEM 293000,"應用數學
Applied Mathematics","周佳駿CHOU, CHIA-CHUN",CHEM2930,72,3.63,0.88,CHEM2930,216082033939423677279856772736567728578
110上,CHEM 311000,"分析化學一
Analytical Chemistry (I)","陳貴通TAN, KUI THONG",CHEM3110,71,3.08,1.18,CHEM3110,3851536020368908465787585738472797871
110上,CHEM 313001,"分析化學實驗一
Analytical Chemistry Laboratory (I)","廖英孝LIAO, YING-HSIAO",CHEM3130,27,3.86,0.56,CHEM3130,24278335212338976736579897378717283736579
110上,CHEM 313002,"分析化學實驗一
Analytical Chemistry Laboratory (I)","廖英孝LIAO, YING-HSIAO",CHEM3130,38,3.87,0.55,CHEM3130,24278335212338976736579897378717283736579
110上,CHEM 331000,"無機化學一
Inorganic Chemistry (I)","彭之皓PENG, CHI-HOW
黃暄益HUANG MICHAEL HSUAN-YI",CHEM3310,81,3.1,1.21,CHEM3310,2442920043303558069787167727372798740643262443041072856578717773677265697672838565788973
110上,CHEM 337000,"材料化學導論
Introduction to Materials Chemistry","王素蘭WANG, SUE-LEIN
黃暄益HUANG MICHAEL HSUAN-YI",CHEM3370,42,3.3,0.93,CHEM3370,295793203234349876578718385697669737840643262443041072856578717773677265697672838565788973
110上,CHEM 343000,"物理化學三
Physical Chemistry (III)","陳益佳CHEN, I-CHIA",CHEM3430,24,3.47,0.85,CHEM3430,385153041020339677269787367727365
